id,nome,email,telefone,endereco,cidade,estado,data_nascimento,valor_compra,categoria_produto,forma_pagamento,status_pedido,data_pedido
112,Maria Flor Souza,emanuelly40@example.com,71 6226 3043,"Passarela Gael Henrique Marques, 24
Beija Flor
03979919 Campos da Prata / SP",Pastor,AM,1961-06-06,364.38,Eletrônicos,Transferência,Cancelado,2024-07-27 04:39:51
113,Pedro Fogaça,pastormaria-clara@example.com,(081) 2366-5972,"Trecho Vasconcelos, 3
Vila São Paulo
73859252 Ribeiro / RJ",Azevedo,DF,1953-10-18,1862.91,Alimentos,Cartão de Crédito,Cancelado,2025-04-28 16:53:48
114,Alexia Pires,wazevedo@example.com,(031) 4394-4759,"Lagoa de Jesus, 62
Vila Coqueiral
81514956 Moura de Borges / TO",Siqueira,ES,1972-05-05,1625.83,Livros,Transferência,Cancelado,2024-11-02 07:53:12
115,Luiz Henrique Gonçalves,japarecida@example.org,+55 (021) 8756-7014,"Colônia de Novais
Conjunto Taquaril
69634342 Ferreira do Sul / ES",Almeida de Goiás,AP,1995-08-13,1285.14,Vestuário,Cartão de Crédito,Em Processamento,2025-01-22 05:49:43
116,Arthur Miguel Albuquerque,thales14@example.net,+55 (061) 1232 0499,"Residencial de Mendonça, 316
Vila Independencia 1ª Seção
93028502 Castro de Goiás / TO",Aparecida,AP,1945-04-06,1749.35,Alimentos,PIX,Em Processamento,2025-03-01 07:32:55
117,Dra. Júlia Brito,jesusdavi-lucca@example.com,+55 61 8788 7513,"Parque Fonseca, 76
União
47765-424 Mendonça da Prata / RN",Freitas Verde,PB,1946-10-10,1617.16,Vestuário,Transferência,Cancelado,2024-11-30 15:29:46
118,Jade Guerra,brendacunha@example.net,+55 (031) 4147 9202,"Largo Albuquerque
Parque São José
93842388 Nogueira / PR",da Rosa,PI,1960-12-24,413.81,Livros,Boleto,Em Processamento,2024-08-13 12:08:24
119,Nicole da Cunha,vda-paz@example.net,61 5282 3924,"Favela Ana Clara Albuquerque, 78
Ermelinda
77414975 da Rosa / PI",Lima do Galho,TO,1969-04-11,1790.49,Alimentos,PIX,Em Processamento,2024-12-08 13:59:25
120,Pietra Brito,teixeiralavinia@example.org,84 8677-0011,"Praça Yago Mendes, 65
Cdi Jatoba
76454213 da Paz / RJ",Farias do Oeste,RR,1952-08-19,1101.72,Livros,Cartão de Crédito,Concluído,2024-07-25 15:08:52
121,Sr. Ravy Costela,felipe85@example.org,+55 (084) 0383-5069,"Viaduto de Abreu, 744
Vila Nova Dos Milionarios
17244-628 Leão de Ferreira / SC",Pereira,RS,1972-04-13,1624.51,Eletrônicos,Boleto,Em Processamento,2024-09-24 02:35:12
122,Agatha Barbosa,isadora31@example.net,0500-035-0843,"Lagoa de Novaes, 505
Baleia
08295674 Nunes / ES",Novaes do Sul,AC,1962-02-13,1797.38,Alimentos,Cartão de Crédito,Entregue,2025-04-13 03:48:07
123,Milena Souza,heitorviana@example.com,11 5760-8611,"Viela Marcos Vinicius Ramos, 79
São Jorge 3ª Seção
52656-041 da Mota / MG",Lima,AM,1989-11-07,670.11,Vestuário,Cartão de Crédito,Cancelado,2025-02-27 10:33:30
124,Maya da Rosa,da-luzrenan@example.org,(061) 0817-7166,"Distrito da Cruz, 80
Santa Maria
50761-154 Porto Alegre / DF",Duarte do Campo,RJ,1980-03-25,264.6,Eletrônicos,Transferência,Em Processamento,2025-03-01 05:11:44
125,Davi Luiz Moura,da-cruzmelina@example.org,+55 84 3374 1089,"Feira Souza, 1
Itatiaia
25975815 Pimenta da Serra / PB",Carvalho da Prata,AL,1986-07-26,494.47,Móveis,Boleto,Cancelado,2024-07-08 21:25:54
126,Sabrina Silva,henriqueporto@example.net,+55 (081) 0311 0881,"Lagoa Ana Gonçalves
Venda Nova
18469933 Carvalho / SP",Montenegro de Carvalho,MS,1968-12-26,882.86,Vestuário,Cartão de Crédito,Em Processamento,2024-07-01 19:15:45
127,Brayan Moura,davi-lucca64@example.org,+55 61 5034 3034,"Estação Novaes, 43
Vila Canto Do Sabiá
24988-957 Machado de Goiás / RS",Lima,RR,1971-04-06,1645.13,Livros,PIX,Cancelado,2024-11-25 19:10:21
128,Eduarda Vieira,riosleo@example.org,+55 (011) 0423-1493,"Quadra de Correia, 29
Delta
60079-220 Costa / RJ",Jesus do Sul,RN,2007-03-21,1728.42,Vestuário,Transferência,Entregue,2024-11-16 03:30:59
129,Yuri da Costa,caio69@example.org,0800 879 1165,"Quadra Melo, 9
Marilandia
76170-839 Cavalcante da Serra / PB",Novais,DF,1988-10-12,63.56,Móveis,PIX,Em Processamento,2024-12-13 13:13:16
130,Esther Andrade,kborges@example.net,+55 41 4667 2203,"Parque de Moreira, 11
Vila Havaí
04302-008 Guerra / PA",Novaes das Flores,ES,1963-06-15,1045.96,Vestuário,PIX,Em Processamento,2024-11-16 10:01:36
131,Thiago da Luz,britoyuri@example.net,+55 (081) 7825-6555,"Campo Alícia Rocha, 59
Nova Granada
51334241 Fonseca do Norte / AC",Leão,RN,1966-10-15,863.95,Eletrônicos,Transferência,Entregue,2024-09-07 03:06:56
132,Laís Jesus,qsantos@example.com,+55 21 2716 0478,"Conjunto Mariah Alves
Santo Agostinho
45772-762 Cardoso / TO",Caldeira da Prata,RS,1961-01-29,483.11,Vestuário,Cartão de Crédito,Em Processamento,2024-10-09 03:19:18
133,Caio Pacheco,joao-lucas50@example.com,0800 222 6298,"Loteamento Pires, 83
Tupi B
76359-728 Jesus / CE",Santos,GO,1961-12-02,283.74,Alimentos,PIX,Cancelado,2024-12-30 14:12:12
134,Sabrina Correia,amandasiqueira@example.com,(071) 7028-1522,"Alameda Maria Vitória Farias
Estoril
81650-893 Cavalcante / RS",da Cruz Verde,AC,1972-06-07,708.35,Móveis,Cartão de Crédito,Entregue,2025-05-15 06:41:44
135,Marina Casa Grande,joao-gabriel70@example.org,(061) 9567 9821,"Conjunto Isis Novaes
Dom Cabral
94733-939 Aparecida de Lima / MS",Borges,PE,2005-09-08,1888.67,Vestuário,Cartão de Crédito,Concluído,2025-03-02 02:05:34
136,Liam Santos,fmoreira@example.org,+55 11 6220 1435,"Via Miguel Cavalcante
Santa Rita
82213307 Fernandes / PB",Sales de Pires,RS,1985-10-06,680.25,Móveis,Transferência,Cancelado,2025-05-17 21:43:18
137,Gael Melo,razevedo@example.net,+55 51 4690 3402,"Via Henry Gabriel Marques, 5
Nossa Senhora Aparecida
36428-190 Freitas de Novais / ES",Rezende de Albuquerque,RS,1974-01-30,1061.64,Eletrônicos,PIX,Em Processamento,2024-08-06 03:36:30
138,Maria Vitória Campos,raelguerra@example.org,+55 (021) 0765-8134,"Travessa Lima, 5
Vila Puc
84160-262 Novais de Cirino / PB",Novais de da Mota,AM,1961-11-14,1420.89,Alimentos,PIX,Cancelado,2024-08-04 02:04:10
139,Manuella Souza,murilo09@example.com,+55 (041) 8363 4393,"Pátio de Fernandes, 853
Santo André
87094-627 Ribeiro / RJ",Pereira da Prata,PB,1970-11-25,759.08,Livros,Transferência,Entregue,2024-11-30 14:54:33
140,João Miguel Farias,pedro-miguel22@example.org,(081) 3159-2338,"Travessa Ferreira, 51
Jardim Montanhês
04775-932 Carvalho / AP",da Paz do Sul,PA,1980-09-11,1944.98,Vestuário,Cartão de Crédito,Em Processamento,2025-03-20 16:35:46
141,Alice Almeida,dsilva@example.com,(031) 9673 3977,"Rua Marcela Guerra
Vila Nova Gameleira 1ª Seção
54013460 Leão / PI",Camargo,GO,1984-09-03,1926.77,Eletrônicos,Cartão de Crédito,Em Processamento,2025-06-15 06:03:51
142,Erick Peixoto,ravi64@example.com,84 9423-2995,"Trevo Manuela Pacheco, 718
São Bernardo
29031-334 Leão / PR",Machado,AM,1978-07-05,540.98,Móveis,Transferência,Entregue,2024-11-05 23:48:01
143,Isabela Fernandes,hmendonca@example.com,(021) 8375-2102,"Vila de da Paz, 32
Ouro Minas
72632276 Siqueira da Mata / AC",Rios,RS,1979-03-06,1019.63,Móveis,Cartão de Crédito,Concluído,2024-09-23 14:19:11
144,Fernando Sá,mdas-neves@example.com,+55 41 4130-0008,"Praça de Duarte, 1
Santa Rita
76906781 Oliveira de Pinto / PE",Cunha da Serra,RJ,1972-11-09,636.71,Eletrônicos,Cartão de Crédito,Em Processamento,2025-04-22 11:47:56
145,Srta. Laís Mendonça,vicentenascimento@example.org,(071) 3428-2012,"Trevo de Correia, 638
São Damião
65937-191 Correia / RJ",Campos do Campo,PA,1963-02-11,605.44,Vestuário,PIX,Em Processamento,2024-12-01 06:19:03
146,Laura da Mota,ana-carolina04@example.org,+55 (071) 2789-2246,"Rua Maria Silva, 70
Vila Mangueiras
06337-497 Silveira / RN",Ramos,BA,1956-07-27,121.93,Livros,Cartão de Crédito,Em Processamento,2025-05-26 06:45:56
147,Cauê da Paz,carolina10@example.net,(081) 0648-5668,"Recanto Lucas Gabriel Gonçalves, 1
Flavio De Oliveira
38198-449 Moraes Alegre / PA",Silva,MG,1945-07-03,1238.65,Vestuário,Cartão de Crédito,Concluído,2024-09-24 13:54:46
148,Emanuella Mendes,acamargo@example.net,11 8959-7184,"Vereda Carvalho, 4
Das Industrias I
20307-540 Cirino / CE",Brito de Pereira,PB,1991-01-06,1030.22,Alimentos,Cartão de Crédito,Cancelado,2024-11-14 14:04:09
149,Maysa Campos,fsa@example.org,(084) 8515 6922,"Esplanada Luiz Henrique das Neves
Virgínia
39875-513 das Neves / RR",Costa,AC,1954-01-28,150.38,Vestuário,Cartão de Crédito,Concluído,2024-07-29 14:28:27
150,Francisco Garcia,elisa75@example.net,+55 81 4038-4695,"Lagoa Barbosa, 915
Providencia
70865-753 Pinto da Mata / AL",Mendes,SC,1984-11-17,593.36,Alimentos,Transferência,Cancelado,2024-11-11 01:42:07
151,Zoe Caldeira,vitor-hugo87@example.com,+55 61 4913 7140,"Vereda Luna Fernandes, 96
Vila Madre Gertrudes 4ª Seção
35926639 Lopes de Monteiro / AM",da Cruz,BA,1971-12-04,1821.12,Móveis,Transferência,Em Processamento,2025-02-20 11:05:35
152,Dra. Cecília Barbosa,sdias@example.net,+55 (011) 0229 4848,"Rodovia Davi Lucca Cassiano, 566
Renascença
49491-961 Mendes de Minas / SC",Farias das Pedras,ES,1945-10-03,517.15,Alimentos,Transferência,Cancelado,2025-06-05 13:08:50
153,Hadassa Ramos,enricoalmeida@example.net,84 9375-8482,"Núcleo de Vieira
Delta
27780-632 Gonçalves do Oeste / AP",Lopes de Goiás,PA,1975-05-31,332.55,Livros,Cartão de Crédito,Cancelado,2024-11-04 19:36:53
154,Sr. Joaquim Cavalcante,bellasampaio@example.com,+55 51 2643 1648,"Pátio de Camargo, 120
Horto
41178-246 Nascimento / AC",Vieira,PE,1961-11-20,1004.43,Eletrônicos,Transferência,Cancelado,2025-02-03 08:01:36
155,Pedro Pimenta,ybarros@example.com,+55 (051) 7680-7741,"Lagoa Nogueira, 1
Conjunto São Francisco De Assis
38131118 Andrade de da Mata / PR",Moreira,AL,1958-12-12,1972.02,Alimentos,Boleto,Cancelado,2024-12-06 22:05:15
156,Caio Pereira,snovaes@example.net,+55 (061) 0242 2628,"Distrito Emanuelly Moreira, 26
Nossa Senhora Da Aparecida
32916-257 Aragão / PI",Cassiano,DF,1983-02-10,522.01,Vestuário,Boleto,Em Processamento,2025-05-30 23:58:32
157,Caleb Ferreira,ojesus@example.org,41 1033 3491,"Sítio Montenegro, 781
Vila Cloris
19698-996 Novaes Alegre / RN",da Conceição,MS,1986-03-28,1360.66,Alimentos,Boleto,Entregue,2024-11-13 16:58:36
158,Ryan Siqueira,ndias@example.net,21 2011-4642,"Rodovia Brito
Glória
17435-124 Vargas / RS",Barbosa,CE,2001-12-15,1535.16,Móveis,PIX,Concluído,2025-05-27 01:10:09
159,Ana Lívia Leão,rmonteiro@example.net,0500-435-1757,"Conjunto Dias, 97
Taquaril
78626-932 Gonçalves Verde / PB",Freitas,GO,1953-10-16,513.39,Alimentos,Cartão de Crédito,Cancelado,2025-01-31 04:07:04
160,Mariah Moreira,hsilva@example.com,0500 856 0054,"Via de Lima, 225
Bom Jesus
27043613 Sampaio / AC",Gonçalves,GO,1986-09-15,1470.02,Livros,PIX,Em Processamento,2025-04-26 02:05:55
161,Luiz Henrique Fonseca,samuelmontenegro@example.com,(071) 5582-0842,"Largo Rael Alves, 40
Confisco
57118947 Porto / GO",Jesus de Porto,PB,1990-03-16,767.18,Alimentos,Transferência,Em Processamento,2025-04-26 19:54:52
162,Thomas Cardoso,freitascecilia@example.net,+55 (031) 5003 8449,"Núcleo Vargas
Vila Mangueiras
16578475 Azevedo de Correia / RS",Aragão,AL,1945-04-22,1283.0,Livros,Cartão de Crédito,Em Processamento,2025-02-07 23:30:33
163,Ana Laura Caldeira,portoluiz-otavio@example.com,31 8157 2502,"Conjunto de Albuquerque, 16
Santa Inês
40261-290 Sá / RJ",Pinto do Norte,CE,1972-09-15,1285.38,Vestuário,Boleto,Em Processamento,2024-09-20 21:00:01
164,Luiz Felipe da Luz,moraesbenicio@example.org,(061) 6080 3909,"Vila Aparecida, 6
Liberdade
29451332 Monteiro / ES",Cavalcanti Paulista,MA,1977-09-17,1094.76,Móveis,Cartão de Crédito,Cancelado,2025-03-26 17:02:17
165,Mariah Oliveira,wporto@example.com,+55 (071) 7550 1099,"Trevo de Montenegro, 16
Conjunto Taquaril
18492-763 Pires / AP",Rocha das Pedras,MT,1995-03-13,226.07,Eletrônicos,PIX,Concluído,2025-05-30 18:21:25
166,Sr. Bernardo Pinto,mendoncamaria-flor@example.net,(041) 8578 2487,"Lagoa da Paz, 3
Prado
37254496 das Neves de Nogueira / SP",Sampaio de Pinto,BA,2006-07-06,1678.84,Vestuário,Transferência,Em Processamento,2025-01-01 05:42:30
167,Caleb Aragão,camaramarcela@example.org,+55 (084) 0167 3919,"Fazenda Larissa Martins, 40
Belvedere
74558875 Câmara / PE",das Neves Grande,MT,2006-09-10,675.52,Vestuário,Transferência,Concluído,2024-11-01 19:45:26
168,Sr. Nathan Andrade,bborges@example.net,+55 (021) 4649 9564,"Lagoa Cirino, 14
Vila Nova Paraíso
18731-184 da Luz de Moraes / RJ",Barbosa do Campo,SC,1959-06-06,413.71,Eletrônicos,PIX,Concluído,2024-11-24 09:10:18
169,Ana Luiza Almeida,leonardopires@example.org,+55 (081) 5935 1241,"Travessa Moreira, 327
Vila Havaí
48932452 Vasconcelos de Porto / PR",Barros Alegre,SP,2004-01-21,129.51,Alimentos,Cartão de Crédito,Concluído,2025-06-11 09:12:43
170,Laura da Conceição,garcialuiz-henrique@example.net,+55 81 5502-1248,"Esplanada Eduardo Sampaio, 12
Mangueiras
17151-360 Mendes de Fernandes / PB",Carvalho,AP,1946-11-17,1202.24,Alimentos,PIX,Entregue,2025-06-05 00:24:27
171,Maria Isis Andrade,antonella56@example.net,+55 51 5514 4081,"Passarela Nogueira, 35
Dom Silverio
33667062 Ferreira / RR",Caldeira dos Dourados,PI,1950-06-30,1371.25,Alimentos,Transferência,Em Processamento,2025-04-23 04:37:20
172,Yan Abreu,igor05@example.net,81 2334-5737,"Recanto Francisco Souza, 61
Vila Rica
60248659 Monteiro da Serra / RJ",Costa de Viana,AM,1946-06-07,82.35,Móveis,Boleto,Em Processamento,2024-12-05 11:45:36
173,Joaquim Vargas,ana-juliamachado@example.com,(041) 7413 9238,"Alameda de Farias, 7
Conjunto Jardim Filadélfia
16489331 Araújo da Prata / SE",Cavalcanti,PI,1955-08-03,1048.58,Vestuário,Transferência,Em Processamento,2025-01-13 08:37:39
174,Davi Lucca Barros,danilobrito@example.com,+55 71 5606-3695,"Núcleo de Martins
Nossa Senhora Da Aparecida
70482962 Sales / SC",Guerra do Campo,GO,1955-11-04,491.67,Livros,Transferência,Concluído,2024-09-05 08:34:37
175,Dra. Isabella Mendes,machadoisis@example.com,+55 51 9399 4653,"Viela de da Rocha, 14
Dom Bosco
18388944 Viana da Serra / BA",Mendes dos Dourados,AP,1969-05-11,1308.09,Eletrônicos,Cartão de Crédito,Em Processamento,2025-01-29 20:19:46
176,Isaac Borges,sdias@example.com,+55 84 0765-7269,"Ladeira Enzo Cavalcanti, 36
Santa Sofia
25588957 Rocha de Garcia / AC",Sá,SP,1964-10-22,390.01,Vestuário,Boleto,Em Processamento,2024-09-14 16:21:48
177,Alexandre Porto,lais29@example.net,41 3879-5351,"Trevo de Barbosa, 40
Esperança
18631-120 Siqueira / TO",Marques da Serra,PR,1989-08-31,1397.33,Alimentos,Transferência,Concluído,2024-07-09 00:04:16
178,Eloah Pires,gmacedo@example.org,+55 (021) 7658 4681,"Alameda de Silveira, 32
Conjunto Santa Maria
04501580 Peixoto / MG",Moura,MG,1970-10-09,804.13,Eletrônicos,Boleto,Em Processamento,2025-02-08 09:39:03
179,Sra. Evelyn Sales,brenda80@example.com,(041) 1342-1894,"Chácara Nascimento, 8
Corumbiara
97186340 Sampaio do Campo / AL",Lima,AP,1980-01-25,1876.62,Livros,PIX,Cancelado,2024-12-04 05:50:02
180,Théo Freitas,melissacosta@example.net,+55 (071) 4770 5776,"Conjunto de Fogaça, 482
Vila Batik
56988634 Jesus Alegre / AC",Souza,DF,1953-04-07,318.17,Vestuário,Cartão de Crédito,Entregue,2025-04-22 01:32:25
181,Cauê Jesus,lucas-gabrielvieira@example.org,61 0758-6595,"Trevo de Cassiano, 82
Minas Caixa
96776-813 Novaes / PE",Casa Grande,ES,1981-03-14,715.08,Vestuário,Boleto,Cancelado,2025-05-05 23:20:56
182,Arthur Nogueira,ubrito@example.com,+55 (081) 7086-6215,"Alameda de Correia
Independência
74037-019 da Mota do Campo / PI",Gomes de Minas,CE,1956-11-12,271.27,Móveis,Boleto,Cancelado,2024-10-22 10:11:02
183,Danilo Cirino,gda-costa@example.com,51 5395 8550,"Loteamento Silva, 50
Indaiá
14219705 Pastor de Duarte / BA",Sousa,PB,1991-12-29,1853.15,Vestuário,Cartão de Crédito,Cancelado,2024-08-10 01:29:02
184,João Felipe Santos,ccavalcante@example.com,81 8999-3295,"Chácara de da Cunha, 20
Marieta 1ª Seção
97566804 da Rocha da Serra / MS",Moraes,PI,1970-06-24,1760.81,Vestuário,PIX,Concluído,2025-05-06 06:28:43
185,Antônio Oliveira,lucas82@example.net,(061) 0831 9926,"Morro de Pires, 76
Vila Cloris
91843-734 Ribeiro / TO",Freitas Alegre,PE,1959-01-12,552.99,Livros,Boleto,Em Processamento,2025-03-09 23:36:56
186,Brenda Fogaça,carvalhomaria-laura@example.net,(081) 3006 6291,"Aeroporto de Vieira, 64
Unidas
87866-283 Nunes / SP",Gomes das Flores,SC,1988-01-16,1336.97,Livros,Cartão de Crédito,Cancelado,2025-05-08 22:17:49
187,Noah Jesus,anna-liz91@example.net,0800-037-6322,"Área Ferreira, 63
Pantanal
69509896 Martins Alegre / PB",Silveira do Sul,TO,1990-10-25,1643.58,Eletrônicos,Transferência,Cancelado,2024-08-09 10:45:18
188,Bárbara Alves,psampaio@example.com,(084) 7357-3585,"Núcleo Vinícius Garcia
Túnel De Ibirité
76162800 Gonçalves de Minas / PR",Cavalcante Grande,RS,2002-06-27,1132.64,Alimentos,Cartão de Crédito,Em Processamento,2024-11-13 12:28:55
189,Sr. Bento da Luz,lais88@example.com,31 2034 1006,"Rua Vinicius Moreira, 308
Flavio Marques Lisboa
21492477 Novais / TO",Viana Paulista,AL,1982-02-12,1082.82,Livros,Transferência,Concluído,2025-05-31 19:37:41
190,Dr. Henry Gabriel da Costa,lorenzovasconcelos@example.net,+55 (061) 4697 2773,"Largo Anthony Sales, 7
Cônego Pinheiro 1ª Seção
26878481 Pacheco de Barros / RJ",Silveira de Silva,PR,1987-09-01,521.61,Eletrônicos,Boleto,Cancelado,2025-01-27 04:29:57
191,Hellena Nascimento,anna-liz23@example.org,0500-547-1938,"Chácara de Ferreira, 75
Alta Tensão 2ª Seção
21457533 Castro / AC",Casa Grande,PR,2002-11-14,231.55,Vestuário,Boleto,Em Processamento,2025-06-11 20:15:59
192,Maria Luísa Mendes,lleao@example.org,(021) 0403-5544,"Pátio de Abreu, 89
Floramar
88447119 Nunes dos Dourados / BA",Moreira de Gomes,MA,1984-05-17,1799.57,Eletrônicos,Boleto,Em Processamento,2024-09-27 05:34:38
193,Henrique Moura,da-luzpietra@example.net,(051) 1447 2393,"Travessa de Vieira, 30
Vila Boa Vista
79557-834 Macedo / AM",Montenegro,RR,1973-12-28,1805.82,Eletrônicos,PIX,Entregue,2025-01-02 05:04:47
194,Davi Lucca Lima,silvaaugusto@example.com,(071) 8196-1503,"Parque Kevin Pimenta, 30
Vila Piratininga
65943-121 Cunha de Nunes / AC",Oliveira de Goiás,GO,1961-06-10,1284.55,Eletrônicos,PIX,Cancelado,2024-08-12 14:15:37
195,Dra. Maria Clara Barros,julianunes@example.net,+55 51 2118 8794,"Loteamento Teixeira, 395
Independência
76787907 da Conceição de Minas / PB",Vasconcelos,RN,1990-02-21,711.11,Eletrônicos,Transferência,Cancelado,2024-10-27 19:34:39
196,Davi Miguel Santos,carvalhopietra@example.net,+55 (061) 4760 7105,"Alameda Caldeira, 68
Santa Cecilia
61112206 da Conceição de das Neves / MS",Pereira,RN,1988-07-15,730.96,Livros,Cartão de Crédito,Entregue,2025-06-15 23:38:02
197,Lavínia Dias,vicentevasconcelos@example.net,0900-102-2534,"Ladeira de Campos, 76
Marajó
29596-528 Correia do Amparo / RO",Alves de da Mota,RS,1987-08-24,1465.61,Alimentos,Transferência,Em Processamento,2024-08-17 10:49:10
198,Luigi da Cunha,cirinoemanuella@example.org,51 4580 7324,"Sítio Novais, 13
Xodo-Marize
00984-451 Machado de Rodrigues / AC",Abreu do Oeste,AP,1958-08-19,1799.37,Eletrônicos,Cartão de Crédito,Em Processamento,2024-10-02 06:13:50
199,Laura Pimenta,ygarcia@example.net,(021) 7462 7511,"Esplanada de Sousa, 51
União
96994-472 Nogueira do Campo / PR",Vasconcelos da Praia,RR,1988-09-06,1779.82,Móveis,Boleto,Cancelado,2025-04-11 18:18:29
200,Stephany Lima,enriconascimento@example.net,+55 (021) 7023-0075,"Praia José Miguel Barros, 34
Jardim Do Vale
45338-368 Cavalcanti / AC",Ferreira,AP,1961-07-13,1570.76,Vestuário,Cartão de Crédito,Cancelado,2024-12-22 04:45:14
201,Matteo Abreu,anna-lizborges@example.com,(031) 1817 9581,"Rua Sampaio, 6
Itapoa
57319002 Barros / SC",Moura,DF,1980-07-31,1301.96,Vestuário,PIX,Entregue,2024-08-27 22:01:07
202,Otto Melo,rodrigomoreira@example.net,(011) 7232 0831,"Via Sousa, 81
Renascença
67579-064 Monteiro / SE",Alves,RR,1990-08-09,214.07,Vestuário,Cartão de Crédito,Cancelado,2024-06-21 13:16:28
203,Dra. Ana Lívia Duarte,eloarocha@example.net,0500 802 0275,"Núcleo da Mata, 44
Baleia
28847-000 Costela da Serra / ES",Gomes,PE,1984-11-23,365.18,Vestuário,Cartão de Crédito,Cancelado,2024-07-04 22:58:57
204,Catarina Casa Grande,araujoravi@example.net,0500 413 0444,"Praça Clara Barbosa, 43
Dona Clara
54241389 Viana do Galho / AM",Oliveira de Minas,CE,1965-10-21,1802.18,Vestuário,Boleto,Concluído,2024-10-27 02:47:54
205,Maria Sophia da Cunha,leo10@example.net,0500-359-5946,"Avenida Cavalcanti, 851
Lorena
82119-361 Macedo do Sul / AC",Montenegro de Lopes,PR,1964-10-03,1232.54,Eletrônicos,Boleto,Entregue,2025-04-02 01:47:14
206,Felipe da Paz,nicolenovaes@example.com,(051) 5429-9948,"Residencial Ana Lívia Dias, 5
Maria Helena
82036-156 da Costa / PR",da Conceição,PB,1993-05-24,67.93,Alimentos,PIX,Em Processamento,2024-08-24 10:21:49
